text,airline_sentiment
unrival access california flight uk airport nonstop one stop connect year round,positive
book award tix thaiairway see conf unit book problem get get thai,neutral
luckili made flight time disappoint lack commun,negative
check see atl ord got cancel flight,negative
servic far horrid want end trip high note guess option,negative
book home month ago request seat togeth fiancé got middl seat unaccept,negative
guy horribl,negative
thnx info,positive
pay wifi intern busi ticket pennypinch,negative
ok top thing lost luggag could get wors unitedairlin,negative
kudo cancel flightl flight dfw morn unit usual first panic,positive
luggag broken youcouldntmakethi brokenwheel,negative
dfw ord current time see advisori dfw may affect weather,neutral
mayb one day one quot,negative
delay one rememb turn heat leav ord serious,negative
anoth awesom new plane extrem nice captain steve connolli,positive
speak real person get resolv polit effici,negative
file refund claim told charg dm disput bank henc would like,negative
bag make iad second day without cloth pretti inconveni pretti curiou unitedairlin,negative
everi unit saipan guam adventur never know old plane oper,positive
henc ask custom servic phone number speak real person get sort,negative
bag leav washington yet would conveni see left day ago unitedairlin lostluggag,negative
fli st class one leg chicago long china still abl use loung chicago,neutral
accord dm owe refund pleas may provid contact number go bank file claim,negative
hour ago need work bag make hotel time need go elsewher,negative
okay thank,neutral
file claim way call updat anoth way,neutral
pl properli train agent request speak custom servic transfer dead end even open hr,negative
thank rememb load bag onto connect oh wait forgot iceland fun cloth,negative
thank chees platter abund entertain option time flew,positive
custom servic atroci disrupt travel plan lost luggag imposs talk human,negative
termin mia food open esp flight two hour earli like recommend eat,negative
ua current stuck portland miss ride hour delay getmartyhom,negative
respond variou request contact number anyon know uk custom servic number unitedairlin,negative
look get bag lusaka,negative
could updat suitcas pleas onlin phone track told noth told back yesterday,negative
thank tri two day set,positive
last thing guy charg drink transatlant,negative
lhr arriv loung fail wait min shower left find hotel know mani passeng carri plan,negative
luck final reserv dm inform pleas let know els need want confirm asap thx,neutral
complet form doubt use ua care day vacat sure ua feel respons,negative
definit compliment realli thought bag lost sent anoth airport end happi custom,positive
thanx much follow email ticket voucher unitedairlin care,positive
definit trip rememb ewr sti second season first seat pay loyal,positive
nope told u time go home sleep airport even though assur u would get room,negative
keep updat let know bag make burg,neutral
back expens holiday work year pay ruin want compens origin case back,negative
thank unit understand would actual like bag back done also want money,negative
frankli wors custom servic ever problem happen deal defin compani never unit,negative
still valid seem strang delay late inbound crew hour plane alreadi,negative
thank lack help can respons desk,negative
bad ua anoth unforese oper issu return,negative
would like know go current land,neutral
pay luggag deliv arriv wait addit day deliveri,negative
hotel peopl feel like held hostag someon board pass leav fail,negative
one great airlin red_heart,positive
outbound bag lb bag return home bag lb logic write machin human help requir,negative
like hear poor experi pleas share detail custom care team,negative
cancel flightn left u fend flt came late get runaround hr employe blame previou,negative
local unit number malaysia local unit airlin kuala lumpur kul,neutral
okay ase24766m find luggag,negative
agent met u gate said issu delay ua1116 would taken onlin,negative
send urgent messag via eservic bg0kwm narayanan pleas respond asap also local unit tel kul,neutral
thank guy get a380 anytim soon,neutral
ladi one phone say tel aviv tel aviv unit say newark one know noth,negative
see kn run plane run thank help,positive
ye still answer mani luggag day unaccept,negative
go noth like alway,negative
sent feedback thank,neutral
plu food taxi,negative
offer u room peopl fail,negative
peopl get pretti tire action solv problem plu miss day vacat ski,negative
bright side would keep promis made hope good night thank,negative
ye,neutral
take back comment team work hard help u far solut hotel food anyth fail,negative
arriv two hour late clt sit tarmac move plane gate unhappi custom,negative
airlin absolut worst idea neveragain unitedairlin,negative
thank might want fix line custom care team current respond inquiri within busi day,negative
flew unit au austin bergstrom cancun intl best ever big small,positive
frustrat frequent flyer loyal sinc continent upgrad equal pay time top purchas ticket,negative
deep vein thrombosi,neutral
wors figur pack plane screw connectn claim hotl room san fran strand pax way go,negative
passeng hour delay left hotel end night hou airport wtf,negative
hey iah po leav late one back iah earli rather get po earlier,negative
lost bag process broken agent promis call hold bag found wake deliveri fail,negative
peopl counter help see nobodi austin still sit,negative
unfortun still tarmac definit miss ride gonnabealongnight,neutral
regret hear pleas let u know need assist kn final abl secur seat thx,negative
time check open ua80 manchest newark today,neutral
good know open close door premier passeng safeti brief delay flight annoy,negative
dm sent,neutral
yea get phoenix alreadi delay day peopl bullshit,negative
consol staff stellar hour delay encount everi one flight,negative
ua3576 gate b1 tell ray somehow made iah wait one,positive
unfortun xma gift look like razor rip right front pocket pictur,negative
thank ask,positive
lost bag cancel flightl flight delhi call center poor unit staff spread thin stress name,negative
ye make mistak le absurd chang fact inconveni miss luggag tonight,negative
constantli challeng upgrad charg order prevent dvt pay addtl,negative
ord wait min crew member left gate item came attend sarcast said good luck walk away,negative
follow back pleas happili dm link rather share travel plan publicli,neutral
,positive
favorit airlin,positive
serious fail make stranger share room,negative
nah,neutral
need asap make today,negative
agent split reserv cancel refund credit wk,negative
vacat go ruin day rain chang fee u nearli cost origin help,neutral
sent messag let know asap,neutral
would make share room,negative
tri call min phn wait mean miss option anyway,negative
ask guy bwi wait u get delay san diego pretti pleas,negative
still wait find rep work hard upset wait tomorrow pm get mammoth,negative
earli flt think call appropri ye review nada avail next day expect full refund,negative
